id;Año de puesta en operación;Código SIC;Nombre del recurso;Capacidad efectiva neta [mW];Factor de conversión;¿Es menor?;Tipo de despacho;Combustible po defecto;Fecha de operación;Agente representante;Estado del recurso;Tipo de generación;Clasificación;Fecha;Municipio;cod_mpio;Departamento;x;y
99;1972;ERO1;EL RIO 1;1.80;0.00;NO;DC;GAS;31/12/1971;ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.;INACTIVO;TERMICA;NORMAL;12/2/2026;BARRANQUILLA;08001;ATLÁNTICO;4800365.924;2772107.077
100;1971;LNN4;LA UNION 4;9.00;0.00;NO;DC;GAS;31/12/1970;ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.;INACTIVO;TERMICA;NORMAL;12/2/2026;BARRANQUILLA;08001;ATLÁNTICO;4800365.924;2772107.077
101;1971;LNN3;LA UNION 3;18.00;0.00;NO;DC;GAS;31/12/1970;ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.;INACTIVO;TERMICA;NORMAL;12/2/2026;BARRANQUILLA;08001;ATLÁNTICO;4800365.924;2772107.077
102;1971;LNN2;LA UNION 2;9.00;0.00;NO;DC;GAS;31/12/1970;ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.;INACTIVO;TERMICA;NORMAL;12/2/2026;BARRANQUILLA;08001;ATLÁNTICO;4800365.924;2772107.077
103;1971;LNN1;LA UNION 1;8.00;0.00;NO;DC;GAS;31/12/1970;ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.;INACTIVO;TERMICA;NORMAL;12/2/2026;BARRANQUILLA;08001;ATLÁNTICO;4800365.924;2772107.077
104;1972;ERO8;EL RIO 8;11.00;0.00;NO;DC;GAS;31/12/1971;ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.;INACTIVO;TERMICA;NORMAL;12/2/2026;BARRANQUILLA;08001;ATLÁNTICO;4800365.924;2772107.077
105;1972;ERO7;EL RIO 7;10.00;0.00;NO;DC;GAS;31/12/1971;ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.;INACTIVO;TERMICA;NORMAL;12/2/2026;BARRANQUILLA;08001;ATLÁNTICO;4800365.924;2772107.077
106;1995;RMAR;RIOMAR 1;9.00;0.00;NO;DC;GAS;19/7/1995;ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.;INACTIVO;TERMICA;NORMAL;12/2/2026;BARRANQUILLA;08001;ATLÁNTICO;4800365.924;2772107.077
107;2024;3JNR;AUTOG UNIBOL 1;4.90;7.50;SI;ND;GAS;10/2/2024;COMERCIALIZADORA 4G ENERGIA SAS ESP;OPERACIÓN;TERMICA;AUTOGENERADOR;12/2/2026;BARRANQUILLA;08001;ATLÁNTICO;4800365.924;2772107.077
108;2025;4RGG;PARQUE SOLAR BARANOA;19.90;0.00;SI;ND;RAD SOLAR;29/4/2025;FOTOVOLTAICO EL YARUMO SAS ESP;OPERACIÓN;SOLAR;NORMAL;12/2/2026;BARANOA;08078;ATLÁNTICO;4789914.153;2751355.813
109;2025;5G3S;PARQUE SOLAR BUGAMBILES;9.90;0.00;SI;ND;RAD SOLAR;30/8/2025;FOTOVOLTAICO EL YARUMO SAS ESP;PRUEBAS;SOLAR;NORMAL;12/2/2026;BARANOA;08078;ATLÁNTICO;4789914.153;2751355.813
110;2025;5G3T;PARQUE SOLAR NISPEROS;19.90;0.00;SI;ND;RAD SOLAR;30/7/2025;FOTOVOLTAICO EL YARUMO SAS ESP;PRUEBAS;SOLAR;NORMAL;12/2/2026;BARANOA;08078;ATLÁNTICO;4789914.153;2751355.813
111;2024;3INX;CARACOLI I;50.00;0.00;NO;DC;RAD SOLAR;21/12/2024;SOL DE LAS CIÉNAGAS S.A.S. E.S.P.;OPERACIÓN;SOLAR;NORMAL;12/2/2026;MALAMBO;08433;ATLÁNTICO;4802634.328;2757360.138
112;2023;3HWK;AGPE EL ENCANTO;0.99;0.00;SI;ND;RAD SOLAR;7/6/2023;ENERMAS SAS ESP;OPERACIÓN;SOLAR;AUTOG PEQ. ESCALA;12/2/2026;POLONUEVO;08558;ATLÁNTICO;4797336.406;2748446.926
113;2025;4Z8T;GD ENCANTO;0.99;0.00;SI;ND;RAD SOLAR;24/9/2025;NITRO ENERGY COLOMBIA S.A.S. E.S.P.;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;POLONUEVO;08558;ATLÁNTICO;4797336.406;2748446.926
114;2024;GYPO;GUAYEPO;370.00;0.00;NO;DC;RAD SOLAR;29/11/2024;ENEL COLOMBIA SA ESP;OPERACIÓN;SOLAR;NORMAL;12/2/2026;PONEDERA;08560;ATLÁNTICO;4803312.957;2729308.435
115;2025;GYP3;GUAYEPO III;180.00;0.00;NO;DC;RAD SOLAR;29/4/2025;ENEL COLOMBIA SA ESP;PRUEBAS;SOLAR;NORMAL;12/2/2026;PONEDERA;08560;ATLÁNTICO;4803312.957;2729308.435
116;2023;3HYG;URUACO;1.00;0.00;SI;ND;RAD SOLAR;17/6/2023;UNERGY ENERGY DIGITAL S.A.S E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;LURUACO;08421;ATLÁNTICO;4764442.692;2734021.724
117;2024;4UK6;PARQUE EOLICO CARRETO;9.10;0.00;SI;ND;VIENTO;30/12/2024;CELSIA COLOMBIA S.A. E.S.P.;PRUEBAS;EOLICA;NORMAL;12/2/2026;JUAN DE ACOSTA;08372;ATLÁNTICO;4772855.305;2754759.985
118;2025;4XUX;GD PULOY;0.99;0.00;SI;ND;RAD SOLAR;24/9/2025;UNERGY ENERGY DIGITAL S.A.S E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;GALAPA;08296;ATLÁNTICO;4793823.802;2762880.182
119;2025;3RGX;JUMI;9.90;0.00;SI;ND;RAD SOLAR;16/1/2025;VATIA S.A. E.S.P.;PRUEBAS;SOLAR;NORMAL;12/2/2026;GALAPA;08296;ATLÁNTICO;4793823.802;2762880.182
120;2024;3NU4;GD FINCA JM;0.99;0.00;SI;ND;RAD SOLAR;15/9/2024;GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;SANTO TOMÁS;08685;ATLÁNTICO;4804630.953;2747095.423
121;2025;5F3X;GD CARACOL III;0.99;0.00;SI;ND;RAD SOLAR;10/11/2025;OTACC GENERACION S.A.S. E.S.P.;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;SOLEDAD;08758;ATLÁNTICO;4805705.791;2763823.924
122;2025;5F3Y;GD CARACOL II;0.99;0.00;SI;ND;RAD SOLAR;10/11/2025;OTACC GENERACION S.A.S. E.S.P.;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;SOLEDAD;08758;ATLÁNTICO;4805705.791;2763823.924
123;2025;5F41;GD CARACOL I;0.99;0.00;SI;ND;RAD SOLAR;10/11/2025;OTACC GENERACION S.A.S. E.S.P.;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;SOLEDAD;08758;ATLÁNTICO;4805705.791;2763823.924
124;2025;5F3Z;GD CADILLO II;0.99;0.00;SI;ND;RAD SOLAR;10/11/2025;OTACC GENERACION S.A.S. E.S.P.;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;SOLEDAD;08758;ATLÁNTICO;4805705.791;2763823.924
125;2026;5ISM;GD PALMERAS IV;0.99;0.00;SI;ND;RAD SOLAR;5/1/2026;OTACC GENERACION S.A.S. E.S.P.;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;SOLEDAD;08758;ATLÁNTICO;4805705.791;2763823.924
126;2026;5ISL;GD PALMERAS III;0.99;0.00;SI;ND;RAD SOLAR;5/1/2026;OTACC GENERACION S.A.S. E.S.P.;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;SOLEDAD;08758;ATLÁNTICO;4805705.791;2763823.924
127;2026;5ISO;GD PALMERAS II;0.99;0.00;SI;ND;RAD SOLAR;5/1/2026;OTACC GENERACION S.A.S. E.S.P.;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;SOLEDAD;08758;ATLÁNTICO;4805705.791;2763823.924
128;2026;5ISK;GD PALMERAS I;0.99;0.00;SI;ND;RAD SOLAR;5/1/2026;OTACC GENERACION S.A.S. E.S.P.;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;SOLEDAD;08758;ATLÁNTICO;4805705.791;2763823.924
129;1989;TBST;TEBSAB CC;791.00;7.19;NO;DC;GAS;20/10/1989;TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS;OPERACIÓN;TERMICA;CICLO COMBINADO;12/2/2026;SOLEDAD;08758;ATLÁNTICO;4805705.791;2763823.924
130;1980;TBQ4;BARRANQUILLA 4;60.00;11.67;NO;DC;GAS;31/12/1979;TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS;OPERACIÓN;TERMICA;NORMAL;12/2/2026;SOLEDAD;08758;ATLÁNTICO;4805705.791;2763823.924
131;1980;TBQ3;BARRANQUILLA 3;60.00;10.43;NO;DC;GAS;31/12/1979;TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS;OPERACIÓN;TERMICA;NORMAL;12/2/2026;SOLEDAD;08758;ATLÁNTICO;4805705.791;2763823.924
132;2024;3QQ3;GD FINCA ISABEL LOPEZ;0.99;0.00;SI;ND;RAD SOLAR;9/11/2024;GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;SABANALARGA;08638;ATLÁNTICO;4786195.803;2732492.493
133;2024;3K8E;BSB 504;19.90;0.00;SI;ND;RAD SOLAR;26/9/2024;ISAGEN S.A. E.S.P.;OPERACIÓN;SOLAR;NORMAL;12/2/2026;SABANALARGA;08638;ATLÁNTICO;4786195.803;2732492.493
134;2024;3K8C;BSB 503;19.90;0.00;SI;ND;RAD SOLAR;25/9/2024;ISAGEN S.A. E.S.P.;OPERACIÓN;SOLAR;NORMAL;12/2/2026;SABANALARGA;08638;ATLÁNTICO;4786195.803;2732492.493
135;2025;3PXF;BSB 502;19.90;0.00;SI;ND;RAD SOLAR;18/11/2025;ISAGEN S.A. E.S.P.;OPERACIÓN;SOLAR;NORMAL;12/2/2026;SABANALARGA;08638;ATLÁNTICO;4786195.803;2732492.493
136;2025;3PXC;BSB 501;19.90;0.00;SI;ND;RAD SOLAR;31/10/2025;ISAGEN S.A. E.S.P.;OPERACIÓN;SOLAR;NORMAL;12/2/2026;SABANALARGA;08638;ATLÁNTICO;4786195.803;2732492.493
137;2025;3PXE;BSB 500;19.90;0.00;SI;ND;RAD SOLAR;4/11/2025;ISAGEN S.A. E.S.P.;OPERACIÓN;SOLAR;NORMAL;12/2/2026;SABANALARGA;08638;ATLÁNTICO;4786195.803;2732492.493
138;2025;4T6C;AUTOG LOS POCITOS 1;4.10;4.39;NO;ND;BIOGAS;15/2/2025;BCCY CORDOBA S.A.S. E.S.P.;OPERACIÓN;TERMICA;AUTOGENERADOR;12/2/2026;TUBARÁ;08832;ATLÁNTICO;4783185.754;2763980.392
139;2003;SAN1;SAN ANTONIO;19.40;3.60;SI;ND;AGUA;21/8/2003;ENEL COLOMBIA SA ESP;INACTIVO;HIDRAULICA;NORMAL;12/2/2026;BOGOTÁ. D.C.;11001;BOGOTÁ. D.C.;4868982.562;2035014.238
140;2013;USQ1;USAQUEN;1.80;0.94;SI;ND;AGUA;14/4/2013;ENEL COLOMBIA SA ESP;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;BOGOTÁ. D.C.;11001;BOGOTÁ. D.C.;4868982.562;2035014.238
141;2013;SBA1;SUBA;2.60;0.94;SI;ND;AGUA;14/4/2013;ENEL COLOMBIA SA ESP;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;BOGOTÁ. D.C.;11001;BOGOTÁ. D.C.;4868982.562;2035014.238
142;2016;2S8S;DOÑA JUANA 1;1.70;0.00;SI;ND;BIOGAS;28/4/2016;BIOGAS COLOMBIA S.A.S. E.S.P ;OPERACIÓN;TERMICA;NORMAL;12/2/2026;BOGOTÁ. D.C.;11001;BOGOTÁ. D.C.;4868982.562;2035014.238
143;2024;4YKB;SOLAR PN I;9.90;0.00;SI;ND;RAD SOLAR;30/12/2024;VATIA S.A. E.S.P.;PRUEBAS;SOLAR;NORMAL;12/2/2026;ARJONA;13052;BOLÍVAR;4740268.486;2682142.456
144;1980;CTG3;CARTAGENA 3;66.00;11.52;NO;DC;GAS;31/12/1979;NITRO ENERGY COLOMBIA S.A.S. E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;CARTAGENA DE INDIAS;13001;BOLÍVAR;4730900.873;2715236.929
145;1980;CTG2;CARTAGENA 2;60.00;11.81;NO;DC;GAS;31/12/1979;NITRO ENERGY COLOMBIA S.A.S. E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;CARTAGENA DE INDIAS;13001;BOLÍVAR;4730900.873;2715236.929
146;2016;2S8I;AUTOG REFICAR 1;9.90;0.00;NO;ND;GAS;25/4/2016;GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.;OPERACIÓN;TERMICA;AUTOGENERADOR;12/2/2026;CARTAGENA DE INDIAS;13001;BOLÍVAR;4730900.873;2715236.929
147;2016;ARG1;ARGOS CARTAGENA 1;15.00;8.95;SI;ND;GAS;14/3/2016;DEPI ENERGY S.A.S. E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;CARTAGENA DE INDIAS;13001;BOLÍVAR;4730900.873;2715236.929
148;1995;CTG1;CARTAGENA 1;52.00;13.67;NO;DC;GAS;19/7/1995;NITRO ENERGY COLOMBIA S.A.S. E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;CARTAGENA DE INDIAS;13001;BOLÍVAR;4730900.873;2715236.929
149;1998;BIOE;COGENERADOR BIOAISE 1;1.00;0.00;NO;ND;GAS;31/7/1998;BIOAISE S.A.;INACTIVO;COGENERADOR;COGENERADOR;12/2/2026;CARTAGENA DE INDIAS;13001;BOLÍVAR;4730900.873;2715236.929
150;1993;PRG2;PROELECTRICA 2;45.00;8.07;NO;DC;GAS;30/6/1993;PROELECTRICA S.A.S E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;CARTAGENA DE INDIAS;13001;BOLÍVAR;4730900.873;2715236.929
151;1993;PRG1;PROELECTRICA 1;45.00;8.27;NO;DC;GAS;30/6/1993;PROELECTRICA S.A.S E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;CARTAGENA DE INDIAS;13001;BOLÍVAR;4730900.873;2715236.929
152;2023;TCDT;TERMOCANDELARIA CC;555.00;6.49;NO;DC;GAS;26/10/2023;TERMOCANDELARIA S.A.S. - E.S.P. ;OPERACIÓN;TERMICA;CICLO COMBINADO;12/2/2026;CARTAGENA DE INDIAS;13001;BOLÍVAR;4730900.873;2715236.929
153;2020;3A44;PLANTA SOLAR BAYUNCA I;3.00;0.00;SI;ND;RAD SOLAR;29/9/2020;UNERGY ENERGY DIGITAL S.A.S E.S.P;PRUEBAS;SOLAR;NORMAL;12/2/2026;CARTAGENA DE INDIAS;13001;BOLÍVAR;4730900.873;2715236.929
154;2022;3EBN;GR PARQUE SOLAR TUCANES;9.90;0.00;SI;ND;RAD SOLAR;30/5/2022;CELSIA COLOMBIA S.A. E.S.P.;PRUEBAS;SOLAR;NORMAL;12/2/2026;CARTAGENA DE INDIAS;13001;BOLÍVAR;4730900.873;2715236.929
155;2025;5F47;EL TAMARINDO II;9.90;0.00;SI;ND;RAD SOLAR;30/10/2025;EL TAMARINDO SOLAR S.A.S. E.S.P.;PRUEBAS;SOLAR;NORMAL;12/2/2026;MAGANGUÉ;13430;BOLÍVAR;4799268.12;2580034.874
156;2025;5F46;EL TAMARINDO I;9.90;0.00;SI;ND;RAD SOLAR;30/10/2025;EL TAMARINDO SOLAR S.A.S. E.S.P.;PRUEBAS;SOLAR;NORMAL;12/2/2026;MAGANGUÉ;13430;BOLÍVAR;4799268.12;2580034.874
157;2025;5DW3;GD YURBAQUA;0.90;0.00;SI;ND;RAD SOLAR;21/12/2025;UNERGY ENERGY DIGITAL S.A.S E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;TURBACO;13836;BOLÍVAR;4739513.547;2702998.875
158;2024;4Z8H;ZAMBRANO II;15.50;0.00;SI;ND;RAD SOLAR;30/7/2024;DEPI ENERGY S.A.S. E.S.P.;PRUEBAS;SOLAR;NORMAL;12/2/2026;ZAMBRANO;13894;BOLÍVAR;4793776.58;2635426.174
159;2023;3IS2;PARQUE SOLAR ARENAL;2.00;0.00;SI;ND;RAD SOLAR;29/12/2023;4E GROUP S.A.S E.S.P.;PRUEBAS;SOLAR;NORMAL;12/2/2026;SAN ESTANISLAO;13647;BOLÍVAR;4758630.601;2704160.024
160;2026;5H1R;GD LA CATEDRAL;0.99;0.00;SI;ND;RAD SOLAR;30/1/2026;UNERGY ENERGY DIGITAL S.A.S E.S.P;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;SAN ESTANISLAO;13647;BOLÍVAR;4758630.601;2704160.024
161;2019;2VJS;CELSIA SOLAR BOLIVAR;8.06;0.00;SI;ND;RAD SOLAR;2/2/2019;CELSIA COLOMBIA S.A. E.S.P.;PRUEBAS;SOLAR;NORMAL;12/2/2026;SANTA ROSA DE LIMA;13683;BOLÍVAR;4741641.485;2715844.379
162;2024;TCBE;TERMOCARIBE III 1;52.00;8.60;NO;DC;GAS;20/3/2024;TERMO CARIBE S.A.S. E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;SANTA ROSA DE LIMA;13683;BOLÍVAR;4741641.485;2715844.379
163;2024;3JBP;LA NENERA;0.98;0.00;SI;ND;RAD SOLAR;12/1/2024;ES INVEST COLOMBIA S.A.S. ESP;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;SAN JUAN NEPOMUCENO;13657;BOLÍVAR;4773628.231;2660185.722
164;1977;CHVR;CHIVOR;1,000.00;6.96;NO;DC;AGUA;22/5/1977;AES COLOMBIA & CIA. S.C.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;SANTA MARÍA;15690;BOYACÁ;4971871.695;2090940.207
165;2020;2YIR;PCH LA LIBERTAD;1.20;1.11;SI;ND;AGUA;13/3/2020;EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;TOCA;15814;BOYACÁ;4982209.736;2174610.415
166;2016;TUJ1;TUNJITA;19.70;2.47;SI;ND;AGUA;29/6/2016;AES COLOMBIA & CIA. S.C.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;TUNJA;15001;BOYACÁ;4958145.733;2167794.341
167;2018;2V25;AUTOG ARGOS SOGAMOSO 1;15.00;0.00;NO;ND;CARBON;1/10/2018;COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A.S. E.S.P.;OPERACIÓN;TERMICA;AUTOGENERADOR;12/2/2026;SOGAMOSO;15759;BOYACÁ;5014283.43;2181948.605
168;2016;TMB1;TERMOBOLIVAR 1;9.70;0.00;SI;ND;GAS;3/3/2016;GENERSA S.A.S. E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;TÓPAGA;15820;BOYACÁ;5018069.381;2195063.105
169;1982;PPA3;PAIPA 3;70.00;11.44;NO;DC;CARBON;5/5/1982;GESTION ENERGETICA S.A. E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;PAIPA;15516;BOYACÁ;4984756.189;2194691.647
170;1975;PPA2;PAIPA 2;72.00;10.56;NO;DC;CARBON;31/12/1974;GESTION ENERGETICA S.A. E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;PAIPA;15516;BOYACÁ;4984756.189;2194691.647
171;1963;PPA1;PAIPA 1;36.00;12.43;NO;DC;CARBON;31/12/1962;GESTION ENERGETICA S.A. E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;PAIPA;15516;BOYACÁ;4984756.189;2194691.647
172;1999;PPA4;PAIPA 4;165.00;9.30;NO;DC;CARBON;7/1/1999;COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A.S. E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;PAIPA;15516;BOYACÁ;4984756.189;2194691.647
173;2002;HMLG;MIEL I;396.00;2.06;NO;DC;AGUA;30/11/2002;ISAGEN S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;NORCASIA;17495;CALDAS;4794630.858;2181321.744
174;2025;5ISX;PLANTA SOLAR SAN FRANCISCO;4.90;0.00;SI;ND;RAD SOLAR;30/12/2025;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;PRUEBAS;SOLAR;NORMAL;12/2/2026;PALESTINA;17524;CALDAS;4704966.4;2116659.611
175;2017;2SW1;EL EDEN;19.90;3.71;SI;ND;AGUA;1/3/2017;PROELECTRICA S.A.S E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;PENSILVANIA;17541;CALDAS;4759972.396;2155903.088
176;2003;SJOG;SAN JOSE;0.38;0.00;SI;ND;AGUA;15/11/2003;FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.;OPERACIÓN;HIDRAULICA;GEN. DISTRIBUIDA;12/2/2026;PENSILVANIA;17541;CALDAS;4759972.396;2155903.088
177;2025;4XQC;AUTOG GOLOSINAS TRULULU;3.30;0.80;SI;ND;AGUA;14/12/2025;ENERXIA COLOMBIA SAS ESP;OPERACIÓN;HIDRAULICA;AUTOGENERADOR;12/2/2026;MANIZALES;17001;CALDAS;4722114.148;2120251.195
178;1929;SNC1;SAN CANCIO;2.00;0.00;SI;ND;AGUA;31/12/1928;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;MANIZALES;17001;CALDAS;4722114.148;2120251.195
179;1935;MNC1;MUNICIPAL;1.40;0.00;SI;ND;AGUA;31/12/1934;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;MANIZALES;17001;CALDAS;4722114.148;2120251.195
180;1974;INT1;INTERMEDIA;0.96;0.00;SI;ND;AGUA;31/12/1973;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;GEN. DISTRIBUIDA;12/2/2026;MANIZALES;17001;CALDAS;4722114.148;2120251.195
181;1992;GCC1;GUACAICA;0.86;0.00;SI;ND;AGUA;31/12/1991;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;GEN. DISTRIBUIDA;12/2/2026;NEIRA;17486;CALDAS;4722196.62;2131302.98
182;2024;TPUY;PARQUE SOLAR TEPUY;83.00;0.00;NO;DC;RAD SOLAR;11/6/2024;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;SOLAR;NORMAL;12/2/2026;LA DORADA;17380;CALDAS;4809449.286;2156137.844
183;1997;TDR1;TERMODORADA 1;48.00;9.49;NO;DC;GAS;10/8/1997;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;LA DORADA;17380;CALDAS;4809449.286;2156137.844
184;2024;3IRX;PORTON DEL SOL;102.00;0.00;NO;DC;RAD SOLAR;7/3/2024;GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.;OPERACIÓN;SOLAR;AUTOGENERADOR;12/2/2026;LA DORADA;17380;CALDAS;4809449.286;2156137.844
185;1995;INS1;INSULA;19.00;0.85;SI;ND;AGUA;19/7/1995;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;CHINCHINÁ;17174;CALDAS;4705187.49;2108252.032
186;1963;ESMR;ESMERALDA;30.00;1.31;NO;DC;AGUA;31/12/1962;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;FILO DE AGUA;12/2/2026;CHINCHINÁ;17174;CALDAS;4705187.49;2108252.032
187;1969;SNFR;SAN FRANCISCO;135.00;1.58;NO;DC;AGUA;31/12/1968;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;FILO DE AGUA;12/2/2026;CHINCHINÁ;17174;CALDAS;4705187.49;2108252.032
188;2022;3AQP;CAUYA;1.51;0.75;SI;ND;AGUA;24/4/2022;SANTA FE ENERGY ZOMAC S.A.S. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;ANSERMA;17042;CALDAS;4694930.423;2133288.684
189;2016;2S78;LA FRISOLERA;0.47;0.56;SI;ND;AGUA;28/4/2016;SIGMA2 COMERCIALIZADORA  DE ENERGIA ELECTRICA SAS ESP;OPERACIÓN;HIDRAULICA;GEN. DISTRIBUIDA;12/2/2026;SALAMINA;17653;CALDAS;4733067.518;2151937.971
190;2022;JAG1;TERMOPROYECTOS;19.00;7.26;NO;DC;CRUDO;24/12/2022;PROELECTRICA S.A.S E.S.P.;INACTIVO;TERMICA;NORMAL;12/2/2026;TAURAMENA;85410;CASANARE;5041085.933;2077147.143
191;2025;4YCN;VILLANUEVA 1;25.00;11.91;NO;DC;BIOMASA;1/10/2025;REFOENERGY VILLANUEVA S.A.S E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;VILLANUEVA;85440;CASANARE;5019613.071;2058374.795
192;2021;TYP5;TERMOYOPAL G5;50.00;8.06;NO;DC;GAS;10/2/2021;TERMOYOPAL GENERACION 2 S.A.S E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;YOPAL;85001;CASANARE;5082194.139;2137359.654
193;2020;TYP4;TERMOYOPAL G4;50.00;8.39;NO;DC;GAS;30/8/2020;TERMOYOPAL GENERACION 2 S.A.S E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;YOPAL;85001;CASANARE;5082194.139;2137359.654
194;2020;TYP3;TERMOYOPAL G3;50.00;8.49;NO;DC;GAS;30/8/2020;TERMOYOPAL GENERACION 2 S.A.S E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;YOPAL;85001;CASANARE;5082194.139;2137359.654
195;2025;3Q99;AUTOG BIODIANA 1;4.99;15.20;NO;ND;BIOMASA;24/1/2025;NITRO ENERGY COLOMBIA S.A.S. E.S.P.;OPERACIÓN;TERMICA;AUTOGENERADOR;12/2/2026;YOPAL;85001;CASANARE;5082194.139;2137359.654
196;2018;2U91;TERMOMECHERO 6;19.30;0.00;SI;ND;GAS;1/2/2018;TERMO MECHERO MORRO S.A.S E.S.P ;OPERACIÓN;TERMICA;NORMAL;12/2/2026;YOPAL;85001;CASANARE;5082194.139;2137359.654
197;2017;2U8Y;TERMOMECHERO 5;19.30;0.00;SI;ND;GAS;15/12/2017;TERMO MECHERO MORRO S.A.S E.S.P ;OPERACIÓN;TERMICA;NORMAL;12/2/2026;YOPAL;85001;CASANARE;5082194.139;2137359.654
198;2018;2U93;TERMOMECHERO 4;19.30;0.00;SI;ND;GAS;1/2/2018;TERMO MECHERO MORRO S.A.S E.S.P ;OPERACIÓN;TERMICA;NORMAL;12/2/2026;YOPAL;85001;CASANARE;5082194.139;2137359.654
